CLIENTNUM,Customer_Age,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_Label,Churn_Label,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
716870583,36,3,Unknown,Married,Less than $40K,36,6,5,3,2786.0,1628,1158.0,1.314,2853,55,0.667,0.584,0,0,1.0,0.0,0.0,0.0
719999508,37,3,Unknown,Married,$60K - $80K,24,3,1,2,11894.0,816,11078.0,1.561,2438,45,0.607,0.069,1,0,1.0,0.0,0.0,0.0
713734758,35,2,Graduate,Married,Unknown,23,4,2,2,6729.0,2375,4354.0,0.579,2080,50,0.351,0.353,0,0,1.0,0.0,0.0,0.0
717098208,48,3,Unknown,Married,$80K - $120K,41,5,2,2,5848.0,950,4898.0,0.726,1961,51,0.545,0.162,1,0,1.0,0.0,0.0,0.0
713216883,64,0,Unknown,Married,Less than $40K,55,4,3,4,3500.0,1904,1596.0,1.182,2003,41,0.952,0.544,0,0,1.0,0.0,0.0,0.0
710312658,54,2,Unknown,Married,Less than $40K,43,4,3,3,6266.0,1819,4447.0,0.744,1456,27,1.077,0.29,0,0,1.0,0.0,0.0,0.0
716998608,48,3,Graduate,Unknown,$60K - $80K,36,3,3,2,6703.0,1252,5451.0,0.625,1843,44,0.63,0.187,1,0,1.0,0.0,0.0,0.0
811005858,33,0,Unknown,Married,Less than $40K,28,4,2,4,1438.3,0,1438.3,0.916,2914,70,0.591,0.0,0,0,1.0,0.0,0.0,0.0
794485158,38,2,Unknown,Married,$80K - $120K,18,6,1,2,2172.0,1475,697.0,1.158,2447,46,1.3,0.679,1,0,1.0,0.0,0.0,0.0
708486033,55,3,Post-Graduate,Married,Unknown,36,3,2,3,16547.0,1521,15026.0,0.555,1782,48,0.333,0.092,0,0,1.0,0.0,0.0,0.0
788788758,57,3,Graduate,Single,Unknown,39,4,1,2,7469.0,1752,5717.0,0.923,2050,46,0.917,0.235,0,0,1.0,0.0,0.0,0.0
713484483,36,4,Uneducated,Single,Unknown,21,3,1,2,34516.0,907,33609.0,0.572,2298,55,0.719,0.026,0,0,0.0,0.0,0.0,1.0
788754108,65,1,Unknown,Single,$40K - $60K,48,4,2,4,4599.0,637,3962.0,0.622,2608,78,0.592,0.139,0,0,1.0,0.0,0.0,0.0
778627983,40,3,Graduate,Married,Unknown,20,3,1,3,1829.0,1140,689.0,0.325,1610,49,0.4,0.623,0,0,1.0,0.0,0.0,0.0
720814233,45,4,High School,Unknown,$80K - $120K,34,4,3,3,23539.0,1261,22278.0,0.484,1485,38,0.462,0.054,1,0,1.0,0.0,0.0,0.0
720392433,55,1,Unknown,Married,Less than $40K,36,6,6,2,2857.0,2517,340.0,0.871,1869,47,0.567,0.881,0,0,1.0,0.0,0.0,0.0
716038533,42,3,Graduate,Unknown,Less than $40K,32,3,1,2,7169.0,902,6267.0,0.834,1438,35,0.591,0.126,0,0,1.0,0.0,0.0,0.0
709783908,52,3,Unknown,Married,Less than $40K,47,6,3,2,2280.0,1170,1110.0,0.603,1924,50,0.667,0.513,0,0,1.0,0.0,0.0,0.0
772452783,43,3,Unknown,Married,$40K - $60K,33,6,1,2,4402.0,1640,2762.0,0.719,1774,46,1.0,0.373,1,0,1.0,0.0,0.0,0.0
714002658,49,2,Unknown,Married,$120K +,34,5,4,2,27732.0,1623,26109.0,0.452,1413,31,0.722,0.059,1,0,1.0,0.0,0.0,0.0
713464983,45,2,Graduate,Unknown,$40K - $60K,36,4,3,4,4947.0,1053,3894.0,1.195,3479,76,0.81,0.213,0,0,1.0,0.0,0.0,0.0
719143308,37,2,Unknown,Single,$40K - $60K,28,4,4,3,2394.0,0,2394.0,1.059,2805,85,0.667,0.0,1,0,1.0,0.0,0.0,0.0
718867683,64,1,Unknown,Married,Less than $40K,55,4,3,4,2720.0,1904,816.0,0.634,1613,43,0.344,0.7,1,0,1.0,0.0,0.0,0.0
714618333,39,2,Doctorate,Married,Unknown,36,3,2,4,9843.0,2154,7689.0,0.733,1402,35,0.667,0.219,0,0,1.0,0.0,0.0,0.0
794562783,28,0,Unknown,Single,Unknown,13,5,3,2,21691.0,661,21030.0,0.767,2534,51,0.962,0.03,0,0,1.0,0.0,0.0,0.0
794504658,39,1,Unknown,Married,$60K - $80K,24,6,3,0,5746.0,1829,3917.0,0.649,1562,44,0.913,0.318,1,0,1.0,0.0,0.0,0.0
713577483,47,4,Unknown,Married,$80K - $120K,35,3,3,4,5589.0,1430,4159.0,0.632,1570,31,0.722,0.256,1,0,1.0,0.0,0.0,0.0
714411108,37,3,Graduate,Single,Unknown,28,4,2,3,3642.0,610,3032.0,0.676,2790,68,0.581,0.167,0,0,1.0,0.0,0.0,0.0
709035708,38,0,Unknown,Married,Less than $40K,36,4,2,3,1841.0,1246,595.0,0.759,1819,35,0.522,0.677,0,0,1.0,0.0,0.0,0.0
780078333,56,2,Unknown,Married,$60K - $80K,41,3,2,2,5887.0,659,5228.0,0.65,1193,26,0.3,0.112,1,0,1.0,0.0,0.0,0.0
716349183,58,1,Uneducated,Married,Unknown,36,5,2,3,4784.0,0,4784.0,0.905,2160,54,0.929,0.0,0,0,1.0,0.0,0.0,0.0
711642108,30,1,Uneducated,Married,Unknown,13,5,2,2,4016.0,917,3099.0,1.246,2572,35,0.591,0.228,0,0,1.0,0.0,0.0,0.0
717499083,35,0,Unknown,Single,$60K - $80K,36,3,1,2,17236.0,0,17236.0,0.958,3013,78,0.696,0.0,1,0,1.0,0.0,0.0,0.0
709150608,30,0,Unknown,Married,Less than $40K,19,5,1,4,2898.0,0,2898.0,1.154,2632,64,0.778,0.0,0,0,1.0,0.0,0.0,0.0
788259558,59,0,Unknown,Married,Less than $40K,51,5,3,4,1570.0,1028,542.0,0.742,1430,28,1.333,0.655,1,0,1.0,0.0,0.0,0.0
714457083,52,2,High School,Married,Unknown,44,6,3,2,3456.0,2219,1237.0,0.636,1332,24,0.5,0.642,0,0,1.0,0.0,0.0,0.0
713413758,26,1,Graduate,Single,Unknown,16,4,3,3,2751.0,1599,1152.0,0.694,2270,44,0.333,0.581,0,0,1.0,0.0,0.0,0.0
819117183,34,3,Unknown,Married,$40K - $60K,29,3,2,4,1569.0,909,660.0,1.288,2169,48,1.182,0.579,0,0,1.0,0.0,0.0,0.0
710594358,28,0,Unknown,Single,Less than $40K,36,4,3,4,14910.0,873,14037.0,0.737,2560,72,0.674,0.059,0,0,0.0,0.0,0.0,1.0
709730508,39,0,High School,Single,Unknown,27,6,3,3,17531.0,0,17531.0,0.8,4563,61,0.743,0.0,0,0,1.0,0.0,0.0,0.0
719517258,57,4,Unknown,Single,$80K - $120K,36,5,3,4,7558.0,1364,6194.0,0.719,3676,67,0.558,0.18,1,0,1.0,0.0,0.0,0.0
710893533,53,1,Unknown,Married,$120K +,42,4,1,4,8329.0,877,7452.0,0.432,1570,56,0.333,0.105,1,0,1.0,0.0,0.0,0.0
719628033,33,1,Post-Graduate,Married,Unknown,36,5,3,3,4134.0,1130,3004.0,1.222,2475,52,0.926,0.273,0,0,1.0,0.0,0.0,0.0
771823308,33,2,Uneducated,Unknown,Less than $40K,21,5,1,4,1475.0,986,489.0,0.896,1896,33,0.833,0.668,0,0,1.0,0.0,0.0,0.0
719854008,47,3,Unknown,Single,$40K - $60K,36,3,6,2,5154.0,1407,3747.0,0.666,1694,32,0.778,0.273,1,0,1.0,0.0,0.0,0.0
714746358,38,3,Unknown,Married,$60K - $80K,28,3,1,2,4646.0,1680,2966.0,1.238,2234,35,0.667,0.362,1,0,1.0,0.0,0.0,0.0
714753258,34,2,Unknown,Married,$60K - $80K,36,5,2,4,2379.0,1982,397.0,1.194,2966,50,1.381,0.833,1,0,1.0,0.0,0.0,0.0
719621958,43,3,Graduate,Unknown,$60K - $80K,28,3,2,3,4365.0,0,4365.0,0.32,1720,40,0.379,0.0,1,0,1.0,0.0,0.0,0.0
823948308,48,4,Post-Graduate,Unknown,$40K - $60K,44,6,2,4,6710.0,1942,4768.0,0.777,1727,37,0.85,0.289,1,0,1.0,0.0,0.0,0.0
758765808,36,2,Unknown,Married,Less than $40K,29,6,3,4,2029.0,1190,839.0,0.628,1802,40,0.481,0.586,0,0,1.0,0.0,0.0,0.0
779951058,54,3,High School,Married,Unknown,38,4,2,4,5122.0,1642,3480.0,0.935,1908,39,0.696,0.321,0,0,1.0,0.0,0.0,0.0
819002508,31,1,Unknown,Single,$40K - $60K,26,4,1,2,2037.0,0,2037.0,0.88,2563,64,0.641,0.0,1,0,1.0,0.0,0.0,0.0
711119358,38,3,Unknown,Married,$60K - $80K,31,6,1,2,2014.0,896,1118.0,1.055,2460,52,0.857,0.445,1,0,1.0,0.0,0.0,0.0
806894133,34,3,Post-Graduate,Single,Unknown,29,3,1,4,1617.0,1347,270.0,0.73,2546,55,0.719,0.833,0,0,1.0,0.0,0.0,0.0
716835033,54,2,Graduate,Married,Unknown,45,4,3,2,13126.0,2086,11040.0,0.659,1836,37,0.762,0.159,0,0,1.0,0.0,0.0,0.0
713992158,57,4,Unknown,Married,Less than $40K,36,3,1,2,2159.0,1004,1155.0,0.603,1353,30,0.111,0.465,0,0,1.0,0.0,0.0,0.0
720673008,49,3,Unknown,Single,Less than $40K,38,3,3,4,1652.0,812,840.0,0.548,1771,47,0.516,0.492,0,0,1.0,0.0,0.0,0.0
717585858,35,4,High School,Single,Unknown,24,5,2,4,16915.0,1679,15236.0,0.834,2795,55,0.833,0.099,0,0,1.0,0.0,0.0,0.0
714130233,39,2,Unknown,Married,$60K - $80K,19,3,3,2,3047.0,2150,897.0,0.882,1602,37,1.312,0.706,1,0,1.0,0.0,0.0,0.0
709363383,34,2,High School,Single,Unknown,36,3,4,2,22886.0,836,22050.0,0.889,2652,61,0.743,0.037,1,0,1.0,0.0,0.0,0.0
789760233,29,0,Unknown,Single,$80K - $120K,14,6,3,3,3544.0,0,3544.0,0.718,2435,63,1.032,0.0,1,0,1.0,0.0,0.0,0.0
779852133,48,2,Unknown,Married,$120K +,32,3,2,4,34516.0,2098,32418.0,0.741,3093,66,0.784,0.061,1,0,0.0,0.0,0.0,1.0
716210283,36,1,High School,Married,Unknown,36,6,3,4,8500.0,2517,5983.0,0.445,1618,37,1.312,0.296,0,0,1.0,0.0,0.0,0.0
771844458,40,3,Graduate,Married,Unknown,28,6,1,2,20420.0,1657,18763.0,1.038,1804,41,0.864,0.081,0,0,1.0,0.0,0.0,0.0
779465358,26,0,High School,Single,Unknown,13,4,3,3,3038.0,1460,1578.0,0.98,2243,38,0.462,0.481,0,0,1.0,0.0,0.0,0.0
827360883,47,3,High School,Married,Unknown,43,4,3,2,13473.0,1335,12138.0,0.814,1593,46,0.484,0.099,0,0,1.0,0.0,0.0,0.0
809962908,48,2,Graduate,Single,Unknown,43,5,3,4,8171.0,852,7319.0,0.639,1909,52,0.733,0.104,0,0,1.0,0.0,0.0,0.0
716993058,57,3,Unknown,Single,$60K - $80K,48,5,2,3,24589.0,1640,22949.0,0.4,4291,78,0.625,0.067,1,0,1.0,0.0,0.0,0.0
771040758,62,0,Graduate,Single,Unknown,49,5,1,2,30310.0,0,30310.0,0.777,3703,91,0.492,0.0,0,0,0.0,0.0,0.0,1.0
708438033,36,2,Unknown,Married,Less than $40K,27,3,3,4,3049.0,2198,851.0,1.546,2617,48,1.0,0.721,0,0,1.0,0.0,0.0,0.0
770764908,39,2,Unknown,Married,$60K - $80K,25,5,2,3,3071.0,2517,554.0,0.583,1765,36,0.565,0.82,1,0,1.0,0.0,0.0,0.0
709000008,45,3,Unknown,Single,$80K - $120K,37,6,2,2,10651.0,672,9979.0,0.767,2073,54,0.543,0.063,1,0,1.0,0.0,0.0,0.0
720504633,46,2,Uneducated,Unknown,$60K - $80K,32,6,2,3,3254.0,0,3254.0,0.733,967,24,1.182,0.0,1,1,1.0,0.0,0.0,0.0
780382008,42,4,Unknown,Single,Less than $40K,32,6,3,2,13719.0,1384,12335.0,1.201,3774,63,0.658,0.101,0,0,0.0,0.0,0.0,1.0
715749858,30,1,Unknown,Married,$40K - $60K,18,5,1,3,4726.0,1380,3346.0,0.622,1723,31,0.55,0.292,1,0,1.0,0.0,0.0,0.0
710951808,32,1,Unknown,Married,Less than $40K,36,5,3,3,6100.0,1520,4580.0,0.853,1668,32,0.882,0.249,1,0,1.0,0.0,0.0,0.0
714862083,41,4,Uneducated,Single,Unknown,33,6,4,3,5802.0,2490,3312.0,0.849,3386,53,1.038,0.429,0,0,1.0,0.0,0.0,0.0
711199008,38,2,Unknown,Married,$40K - $60K,31,3,2,2,2919.0,2192,727.0,1.073,2399,57,0.966,0.751,1,0,1.0,0.0,0.0,0.0
718627458,43,3,Doctorate,Married,Unknown,38,3,4,2,1947.0,0,1947.0,0.838,2119,52,1.0,0.0,0,0,1.0,0.0,0.0,0.0
713663508,58,0,High School,Unknown,$40K - $60K,42,3,2,3,1438.3,0,1438.3,0.835,1088,22,1.444,0.0,1,1,1.0,0.0,0.0,0.0
812809083,37,3,Unknown,Single,Unknown,32,3,4,4,19636.0,1566,18070.0,0.649,2595,58,0.611,0.08,0,0,1.0,0.0,0.0,0.0
714073983,47,2,Unknown,Single,$40K - $60K,36,6,3,3,7327.0,0,7327.0,0.857,1788,46,0.586,0.0,1,0,1.0,0.0,0.0,0.0
712452033,26,1,Unknown,Single,Less than $40K,13,6,2,3,2479.0,828,1651.0,0.44,2225,44,0.294,0.334,1,0,1.0,0.0,0.0,0.0
720440583,35,2,Unknown,Married,$80K - $120K,36,6,2,2,2263.0,1188,1075.0,0.84,1927,47,0.382,0.525,1,0,1.0,0.0,0.0,0.0
819966033,32,0,Graduate,Single,Unknown,27,6,3,3,9238.0,0,9238.0,0.809,2522,68,0.478,0.0,1,0,1.0,0.0,0.0,0.0
780689733,65,0,Unknown,Single,Unknown,56,3,2,2,11332.0,633,10699.0,1.514,2758,56,1.24,0.056,1,0,1.0,0.0,0.0,0.0
720532908,36,2,Unknown,Single,$40K - $60K,20,4,3,2,9735.0,1245,8490.0,1.079,2967,80,0.739,0.128,0,0,1.0,0.0,0.0,0.0
765055833,56,4,Unknown,Married,$80K - $120K,49,3,4,2,4310.0,2229,2081.0,0.643,1645,33,0.941,0.517,1,0,1.0,0.0,0.0,0.0
712500933,48,4,Graduate,Single,Unknown,40,4,4,4,11692.0,648,11044.0,1.265,2997,56,0.867,0.055,0,0,1.0,0.0,0.0,0.0
804867183,37,3,Unknown,Married,$60K - $80K,30,6,2,4,16043.0,0,16043.0,1.509,2599,47,1.136,0.0,1,0,1.0,0.0,0.0,0.0
717437058,38,2,Unknown,Single,$60K - $80K,26,4,2,0,26437.0,681,25756.0,1.021,2167,57,0.727,0.026,1,0,0.0,0.0,0.0,1.0
712887633,39,1,Unknown,Single,$80K - $120K,36,5,3,3,25008.0,876,24132.0,0.859,1753,43,1.048,0.035,1,0,1.0,0.0,0.0,0.0
718244958,36,2,Graduate,Married,Unknown,26,5,2,2,8621.0,1251,7370.0,0.696,1989,37,0.48,0.145,0,0,1.0,0.0,0.0,0.0
713195808,37,3,High School,Married,Unknown,36,6,3,4,11948.0,1281,10667.0,1.159,2792,51,0.889,0.107,0,0,1.0,0.0,0.0,0.0
716670783,52,3,Doctorate,Single,Unknown,36,3,2,1,24703.0,1085,23618.0,0.998,4776,63,0.575,0.044,0,0,1.0,0.0,0.0,0.0
718950483,58,1,Unknown,Married,$40K - $60K,48,3,3,2,12423.0,1910,10513.0,0.405,1208,38,0.357,0.154,0,0,1.0,0.0,0.0,0.0
714278958,39,2,High School,Married,Unknown,27,6,1,3,9347.0,1988,7359.0,1.173,2201,46,1.091,0.213,0,0,1.0,0.0,0.0,0.0
720171033,45,4,Unknown,Married,$60K - $80K,36,6,1,1,11498.0,1577,9921.0,0.756,4014,70,0.489,0.137,1,0,1.0,0.0,0.0,0.0
719660658,37,1,High School,Single,Unknown,36,6,2,2,16594.0,1931,14663.0,0.702,2134,47,0.808,0.116,0,0,1.0,0.0,0.0,0.0
712204308,33,0,Unknown,Single,$40K - $60K,36,6,1,1,10023.0,504,9519.0,0.942,2878,65,0.625,0.05,1,0,1.0,0.0,0.0,0.0
711575058,36,3,Unknown,Married,$60K - $80K,36,4,2,2,2956.0,2411,545.0,0.971,1896,31,0.824,0.816,1,0,1.0,0.0,0.0,0.0
717171408,36,1,Unknown,Married,$80K - $120K,26,6,2,1,9959.0,0,9959.0,0.57,2021,41,0.783,0.0,1,0,1.0,0.0,0.0,0.0
714892533,26,0,Unknown,Single,Unknown,16,5,3,2,3877.0,0,3877.0,0.773,2473,33,0.833,0.0,1,0,1.0,0.0,0.0,0.0
712340733,42,2,Graduate,Unknown,Unknown,34,5,2,2,19373.0,1142,18231.0,0.655,1792,48,0.455,0.059,0,0,1.0,0.0,0.0,0.0
719293533,30,1,Graduate,Single,Unknown,13,3,3,3,21590.0,2517,19073.0,0.813,2567,70,0.795,0.117,1,0,1.0,0.0,0.0,0.0
708331758,47,2,Uneducated,Single,Unknown,35,3,1,4,32444.0,1843,30601.0,1.127,3725,60,0.622,0.057,0,0,0.0,0.0,0.0,1.0
715612983,65,1,Graduate,Single,Unknown,55,5,2,4,6463.0,1660,4803.0,0.995,2336,49,1.722,0.257,0,0,1.0,0.0,0.0,0.0
781013958,57,3,Unknown,Married,$40K - $60K,48,4,2,2,3585.0,1244,2341.0,0.507,1344,37,0.85,0.347,0,0,1.0,0.0,0.0,0.0
715651833,65,1,Unknown,Single,Less than $40K,36,3,4,4,2351.0,0,2351.0,0.881,1593,35,0.591,0.0,1,1,1.0,0.0,0.0,0.0
789170283,53,1,Graduate,Unknown,$80K - $120K,42,5,5,4,6514.0,978,5536.0,0.843,3084,63,0.658,0.15,1,0,1.0,0.0,0.0,0.0
720801033,51,1,High School,Married,Unknown,36,3,2,3,9095.0,2517,6578.0,0.37,1347,27,0.421,0.277,0,0,1.0,0.0,0.0,0.0
779209083,56,3,Unknown,Married,$40K - $60K,45,6,2,4,1813.0,1387,426.0,0.406,1468,32,0.231,0.765,1,0,1.0,0.0,0.0,0.0
713972658,56,2,Graduate,Married,Unknown,36,3,3,2,5335.0,996,4339.0,0.469,1454,43,0.433,0.187,0,0,1.0,0.0,0.0,0.0
715187733,26,1,Unknown,Single,Unknown,15,3,4,3,5464.0,0,5464.0,0.7,2473,46,0.484,0.0,0,0,1.0,0.0,0.0,0.0
719596908,56,5,Doctorate,Married,Unknown,48,4,2,2,11281.0,2118,9163.0,0.534,1255,30,0.304,0.188,0,0,1.0,0.0,0.0,0.0
721288158,33,2,Unknown,Single,$120K +,15,4,2,2,25033.0,2300,22733.0,0.716,2529,71,0.578,0.092,1,0,1.0,0.0,0.0,0.0
787284858,35,2,Uneducated,Unknown,$120K +,29,5,1,2,3300.0,1731,1569.0,0.689,1745,27,0.929,0.525,1,0,1.0,0.0,0.0,0.0
720639783,35,1,Uneducated,Single,Unknown,27,4,3,2,34516.0,0,34516.0,0.682,2562,62,0.722,0.0,0,0,0.0,0.0,0.0,1.0
788610258,49,4,Graduate,Unknown,Less than $40K,43,5,2,4,9652.0,2517,7135.0,0.889,3762,73,0.587,0.261,1,0,1.0,0.0,0.0,0.0
717628608,37,3,Unknown,Married,$60K - $80K,29,5,1,5,2576.0,1640,936.0,1.128,2568,34,0.889,0.637,1,0,1.0,0.0,0.0,0.0
716460933,51,2,Unknown,Married,$120K +,42,4,1,4,10306.0,1427,8879.0,0.709,1456,44,0.294,0.138,1,0,1.0,0.0,0.0,0.0
779895108,39,3,Unknown,Single,$80K - $120K,23,6,1,4,2718.0,2156,562.0,0.668,1711,36,0.44,0.793,1,0,1.0,0.0,0.0,0.0
771976683,54,1,Graduate,Married,Unknown,43,3,3,2,5839.0,2130,3709.0,0.687,1640,44,0.333,0.365,0,0,1.0,0.0,0.0,0.0
716800908,26,2,High School,Single,Unknown,13,5,0,3,5137.0,0,5137.0,0.699,2496,49,0.581,0.0,0,0,1.0,0.0,0.0,0.0
717487983,39,5,Unknown,Married,$80K - $120K,36,4,3,3,19435.0,2120,17315.0,0.625,2062,55,0.486,0.109,1,0,1.0,0.0,0.0,0.0
719213133,53,1,Graduate,Unknown,$60K - $80K,41,4,1,2,2432.0,1554,878.0,1.158,3670,60,0.818,0.639,1,0,1.0,0.0,0.0,0.0
718970058,38,3,Unknown,Married,$120K +,33,5,3,4,30746.0,1168,29578.0,0.653,1519,43,0.72,0.038,1,0,1.0,0.0,0.0,0.0
713021208,55,2,Graduate,Single,Unknown,36,2,3,3,34516.0,0,34516.0,0.399,1353,40,0.212,0.0,0,1,0.0,0.0,0.0,1.0
810856833,45,4,Graduate,Unknown,$120K +,40,3,2,2,11962.0,1025,10937.0,0.694,1907,52,0.926,0.086,1,0,1.0,0.0,0.0,0.0
788810658,37,1,Graduate,Single,Unknown,20,3,2,5,9466.0,0,9466.0,0.818,2503,70,0.489,0.0,0,0,1.0,0.0,0.0,0.0
789050883,33,2,Doctorate,Single,Unknown,21,4,3,4,5297.0,0,5297.0,0.779,2655,62,0.55,0.0,0,0,1.0,0.0,0.0,0.0
803648508,43,4,High School,Unknown,$80K - $120K,37,4,2,3,13882.0,758,13124.0,0.5,1646,42,0.75,0.055,1,0,1.0,0.0,0.0,0.0
805261983,35,4,Unknown,Married,Less than $40K,30,6,3,4,1626.0,979,647.0,1.467,2847,61,0.968,0.602,0,0,1.0,0.0,0.0,0.0
768655158,29,0,Unknown,Married,$60K - $80K,23,3,3,2,6224.0,1092,5132.0,0.919,2222,39,0.56,0.175,1,0,1.0,0.0,0.0,0.0
719161683,64,0,Unknown,Married,Unknown,55,4,1,4,2508.0,1580,928.0,0.44,1607,44,0.419,0.63,0,0,1.0,0.0,0.0,0.0
719327808,52,2,Uneducated,Married,Unknown,36,5,1,2,4006.0,2517,1489.0,0.557,1157,34,0.619,0.628,0,0,1.0,0.0,0.0,0.0
710129283,45,4,Uneducated,Married,Unknown,26,4,3,1,16317.0,0,16317.0,0.742,2944,71,0.972,0.0,0,0,1.0,0.0,0.0,0.0
709367433,28,1,Unknown,Single,$40K - $60K,15,3,3,1,2109.0,1542,567.0,0.67,2261,56,0.6,0.731,1,0,1.0,0.0,0.0,0.0
719415858,29,0,Graduate,Single,Unknown,15,6,3,2,3107.0,1720,1387.0,0.661,2460,71,0.69,0.554,1,0,1.0,0.0,0.0,0.0
779528658,42,4,Graduate,Unknown,$60K - $80K,25,4,3,3,3092.0,1115,1977.0,0.802,2133,41,0.783,0.361,1,0,1.0,0.0,0.0,0.0
807523008,37,1,Graduate,Single,Unknown,32,4,1,3,4397.0,2007,2390.0,0.892,2473,47,1.136,0.456,1,0,1.0,0.0,0.0,0.0
711416958,33,2,Graduate,Single,Unknown,21,3,3,2,5795.0,0,5795.0,0.746,2322,65,0.585,0.0,0,0,1.0,0.0,0.0,0.0
714920208,37,1,High School,Unknown,Less than $40K,30,3,5,0,3003.0,1810,1193.0,0.719,3148,68,0.789,0.603,0,0,1.0,0.0,0.0,0.0
789952158,34,1,Doctorate,Married,Unknown,25,4,3,3,2318.0,2069,249.0,1.399,2689,57,0.781,0.893,0,0,1.0,0.0,0.0,0.0
710256708,30,1,Unknown,Single,Less than $40K,19,5,2,0,8744.0,1712,7032.0,0.895,2579,68,0.659,0.196,1,0,1.0,0.0,0.0,0.0
789101883,32,3,Unknown,Single,$120K +,20,6,2,2,14244.0,1673,12571.0,0.699,2729,66,0.535,0.117,1,0,1.0,0.0,0.0,0.0
787492908,50,2,Uneducated,Married,Unknown,34,5,3,2,23381.0,905,22476.0,0.645,4357,73,0.521,0.039,0,0,1.0,0.0,0.0,0.0
708590658,65,1,Unknown,Married,Unknown,53,5,3,2,15965.0,2312,13653.0,0.59,1619,40,0.538,0.145,0,0,1.0,0.0,0.0,0.0
714062958,36,4,Unknown,Single,$40K - $60K,36,6,1,2,9887.0,994,8893.0,0.488,2552,64,0.455,0.101,1,0,1.0,0.0,0.0,0.0
710586483,26,0,High School,Single,Unknown,13,1,2,4,6152.0,0,6152.0,0.391,968,23,0.533,0.0,0,1,1.0,0.0,0.0,0.0
718423533,57,3,Graduate,Unknown,$60K - $80K,50,6,3,4,16791.0,1181,15610.0,0.55,2983,74,0.682,0.07,1,0,1.0,0.0,0.0,0.0
720431433,62,1,Graduate,Married,Unknown,36,5,2,2,3198.0,2308,890.0,0.724,1402,35,0.842,0.722,1,0,1.0,0.0,0.0,0.0
714765408,26,1,Unknown,Single,Less than $40K,36,4,3,3,2557.0,1990,567.0,0.575,2266,57,0.357,0.778,0,0,1.0,0.0,0.0,0.0
779598183,53,3,Unknown,Single,$60K - $80K,42,6,1,2,22938.0,1700,21238.0,0.636,3428,54,0.5,0.074,1,0,1.0,0.0,0.0,0.0
719568333,39,3,Unknown,Single,$80K - $120K,36,5,3,2,34516.0,1900,32616.0,1.002,1668,36,0.714,0.055,1,0,0.0,0.0,0.0,1.0
708620283,35,1,Unknown,Single,$60K - $80K,25,6,3,2,6053.0,2001,4052.0,0.743,2208,59,0.595,0.331,1,0,1.0,0.0,0.0,0.0
770985633,39,2,Unknown,Married,$40K - $60K,26,6,1,2,5510.0,2027,3483.0,0.898,1980,42,0.68,0.368,1,0,1.0,0.0,0.0,0.0
714840858,40,3,High School,Unknown,Less than $40K,31,5,2,4,2222.0,1551,671.0,0.932,3302,65,0.585,0.698,0,0,1.0,0.0,0.0,0.0
718361583,56,2,Uneducated,Married,Unknown,36,3,3,5,8242.0,0,8242.0,0.434,1559,44,0.467,0.0,0,0,1.0,0.0,0.0,0.0
717813558,57,3,High School,Single,Unknown,36,1,4,2,8389.0,1960,6429.0,0.384,1334,38,0.407,0.234,0,1,1.0,0.0,0.0,0.0
716823408,65,0,Doctorate,Single,Unknown,56,3,2,2,28410.0,1608,26802.0,0.913,2278,77,1.139,0.057,1,0,1.0,0.0,0.0,0.0
710039208,57,3,Unknown,Single,Unknown,40,3,3,1,2111.0,966,1145.0,0.923,3871,87,0.706,0.458,0,0,1.0,0.0,0.0,0.0
780237033,63,1,Unknown,Married,$40K - $60K,49,3,1,3,3141.0,1819,1322.0,0.497,1539,35,0.522,0.579,0,0,1.0,0.0,0.0,0.0
710241858,39,4,Unknown,Married,Less than $40K,31,6,1,4,2890.0,0,2890.0,0.545,2040,36,0.44,0.0,0,0,1.0,0.0,0.0,0.0
715392558,52,1,Unknown,Single,$120K +,44,6,1,2,34516.0,0,34516.0,1.03,2848,56,0.75,0.0,1,0,1.0,0.0,0.0,0.0
817925058,50,2,Uneducated,Married,Unknown,45,6,1,4,5660.0,2401,3259.0,0.779,1932,35,0.346,0.424,0,0,1.0,0.0,0.0,0.0
716029158,59,0,Unknown,Married,$60K - $80K,36,6,4,5,4230.0,1366,2864.0,0.63,1480,35,0.458,0.323,1,0,1.0,0.0,0.0,0.0
715043508,38,2,Graduate,Unknown,$40K - $60K,36,4,3,4,9515.0,0,9515.0,0.79,4642,61,0.605,0.0,1,0,1.0,0.0,0.0,0.0
716768808,57,1,Unknown,Married,$120K +,36,6,2,4,23848.0,1967,21881.0,0.462,1591,43,0.72,0.082,1,0,1.0,0.0,0.0,0.0
795810633,65,0,Uneducated,Married,Unknown,56,3,3,2,10144.0,1295,8849.0,0.758,1234,24,1.182,0.128,1,0,1.0,0.0,0.0,0.0
715968858,28,0,Post-Graduate,Married,Unknown,13,4,1,2,2608.0,1630,978.0,0.521,1822,33,0.32,0.625,1,0,1.0,0.0,0.0,0.0
