CLIENTNUM,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_Label,Churn_Label,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Marital_Status_Married,Marital_Status_Single,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K
719788833,0.08408240167824883,3,0.008964512845950725,6,2,3,0.2760379349229239,0.0,0.3061455103873903,0.838,0.06520529653944587,0.26356589147286824,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
715168983,0.08408240167824883,3,0.008964512845950725,5,2,2,0.16968229350891992,0.0,0.20421290528206762,0.527,0.05235339935462334,0.20930232558139536,0.194,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
714306258,1.206778319662518,1,1.261152396859007,3,2,1,0.2623731396076511,0.8907429479539134,0.22808796685306984,0.662,0.05558028263046623,0.26356589147286824,0.467,0.222,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
710574558,0.08408240167824883,4,0.6350584548524789,5,3,2,0.7559080589037328,0.6523639253079062,0.7184828905050271,0.651,0.04968287526427062,0.23255813953488372,0.429,0.062,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
710947683,2.204730246759646,0,1.8872463388655352,6,3,1,0.10525822533005622,0.45371473976956694,0.10937907455161823,0.507,0.05062868587960387,0.1627906976744186,0.348,0.232,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
718923858,-0.5396375527574563,1,-0.8675670059631887,5,2,2,0.7652194681008656,0.478347238776321,0.740097934111784,0.428,0.03454990541893847,0.14728682170542637,0.318,0.045,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
752666508,-0.6643815436445972,4,-0.24147306395666054,4,3,3,1.0000000000000002,0.5351609058402861,0.9609712282328399,0.801,0.027539779681762546,0.09302325581395349,1.0,0.039,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
712672083,2.3294742376467874,0,0.008964512845950725,3,3,2,0.0,0.2967818831942789,0.019943209805001014,0.491,0.024368532324468676,0.10852713178294573,0.714,0.519,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
719863758,0.33357038345253087,3,0.6350584548524789,6,2,2,0.013020856951964623,0.3011521652761224,0.03210384492799815,0.91,0.057805719372426845,0.186046511627907,0.478,0.406,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
720990183,0.9572903378882359,5,0.008964512845950725,5,2,3,0.39605837165220076,0.0,0.4211746298496219,0.907,0.025314342939801938,0.12403100775193798,0.529,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
720718908,-0.040661589208892186,3,0.008964512845950725,5,1,3,0.7720820976065447,0.7791021056813667,0.7247414017906296,0.641,0.08056081005897407,0.24031007751937986,1.05,0.073,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
708249708,0.20882639256538985,1,0.3846208780498676,3,3,3,0.10296060487881564,0.6261422328168454,0.09460203401616783,0.809,0.05446756425948593,0.2945736434108527,0.6,0.325,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
779506158,-0.9138695254188793,1,-1.744098524772328,3,1,2,0.05368269256931408,0.8967024235200636,0.027641758178077826,1.279,0.11160565260932459,0.248062015503876,0.75,0.702,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
716608608,-0.6643815436445972,2,-0.36669185235796614,5,3,3,0.1984932446935549,0.5768772348033373,0.18975458522875438,0.929,0.03193501724713475,0.17054263565891473,0.524,0.181,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
824805858,-0.9138695254188793,2,-0.1162542755553549,5,3,3,0.2357086496340435,0.5876042908224076,0.22463999072813143,0.843,0.05713808834983866,0.3023255813953488,0.581,0.16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
720840108,-0.29014957098317423,0,-1.4936609479697167,5,3,0,0.2236763741130732,0.8355184743742551,0.19502796047866022,0.559,0.18042728385445644,0.3875968992248062,0.875,0.238,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
813469458,-2.5355414069517126,1,-1.9945361015749392,6,3,3,0.0,0.2673818037346047,0.02208732941210558,0.595,0.09218871703571827,0.2945736434108527,0.412,0.468,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
718870158,0.08408240167824883,4,-0.24147306395666054,5,2,3,0.09534217917207063,0.6495828367103695,0.0855909367484716,0.952,0.07021252920885723,0.32558139534883723,0.486,0.356,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
788673708,1.331522310549659,2,1.1359336084577014,2,1,3,0.0,0.0,0.041587228001043086,1.036,0.041393123400467344,0.19379844961240308,0.842,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
816513108,0.9572903378882359,4,1.636808762062924,3,1,2,0.11580914029693723,0.43663090981326974,0.12073711355141542,1.178,0.09374652275509068,0.4108527131782945,0.969,0.209,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
823606983,-0.9138695254188793,2,-0.1162542755553549,4,3,2,0.18053552695622732,1.0,0.14168574160461275,1.924,0.10504061422054078,0.20930232558139536,1.176,0.34,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
717028158,0.832546347001095,3,1.0107148200563958,3,2,3,0.32422750070289047,0.8271752085816448,0.2920059108162142,1.554,0.11900522977634362,0.3565891472868217,0.697,0.171,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
714472608,1.581010292323941,0,1.636808762062924,3,3,3,0.0850028871414881,0.43504171632896305,0.09132790542694058,0.947,0.03694224991654613,0.1317829457364341,0.8,0.258,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
794340033,-1.5375894798545844,3,-0.9927857943644943,5,1,3,0.041136475631618895,0.7000397298371077,0.02995972532089358,0.986,0.07271614554356293,0.22480620155038758,0.56,0.63,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
716462658,0.08408240167824883,4,0.008964512845950725,3,1,1,0.5018093761053519,0.0,0.5225277431692406,0.74,0.04879270056748637,0.20155038759689922,0.333,0.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
718050033,0.9572903378882359,2,0.8854960316550902,3,2,3,0.12753909733748117,0.6829558998808105,0.11401500883724974,0.606,0.08445532435740515,0.34883720930232553,0.667,0.304,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
716341833,0.832546347001095,3,1.0107148200563958,6,2,3,0.09697469896637315,0.6873261819626539,0.08440297858777852,0.683,0.07032380104595527,0.20930232558139536,0.85,0.372,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
719648358,0.45831437433967187,2,-0.1162542755553549,3,3,1,0.03252039893946678,0.6042908224076281,0.028684843392344915,0.638,0.06264604428619117,0.20155038759689922,0.385,0.605,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
816600933,1.206778319662518,0,1.8872463388655352,3,2,3,0.39490956142658046,0.0,0.4200735954567844,0.854,0.02898631356403694,0.11627906976744187,0.389,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
714208533,-0.41489356187031523,3,0.008964512845950725,1,3,3,0.21841603255365402,0.11442193087008343,0.2425752614956683,0.639,0.022588182930900185,0.17829457364341086,0.32,0.033,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
713095533,-0.29014957098317423,4,0.008964512845950725,5,3,3,0.027048434443749124,0.5899880810488677,0.024483527945991367,0.692,0.038277511961722493,0.1627906976744186,0.722,0.637,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
809967783,-1.5375894798545844,4,-1.2432233711671055,5,5,3,0.048361887313809616,0.6114421930870083,0.04334598557065454,0.707,0.09341270724379659,0.3410852713178294,0.688,0.507,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
720426708,1.206778319662518,3,1.1359336084577014,2,1,3,0.2138510234992155,0.0,0.24654478022774026,1.038,0.01674641148325359,0.1317829457364341,1.25,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
713743158,0.08408240167824883,1,0.008964512845950725,4,3,2,0.5328272521970996,0.680969408025427,0.5025932257410252,0.786,0.04228329809725159,0.08527131782945738,0.615,0.09,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
721279083,0.832546347001095,4,-0.36669185235796614,5,3,3,0.1190439480374996,0.4676201827572507,0.12157737664068613,0.939,0.07399577167019028,0.33333333333333337,0.606,0.219,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
714970458,-0.9138695254188793,2,-0.8675670059631887,6,1,1,0.23383427505539991,0.813269765593961,0.2063859994784574,1.419,0.07215978635807277,0.17829457364341086,0.737,0.223,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
719070108,-0.29014957098317423,2,-0.1162542755553549,4,1,3,1.0000000000000002,0.6857369884783472,0.9499898588937502,0.867,0.06782018471124958,0.32558139534883723,0.677,0.05,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
714989583,-0.040661589208892186,2,0.008964512845950725,3,2,3,0.4222391520571261,0.6718315454906635,0.3972705936893345,0.814,0.0697118059419161,0.26356589147286824,0.189,0.11,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
715901508,-1.4128454889674433,1,-1.368442159568411,6,1,2,0.6818097993512245,0.9165673420738975,0.6281980702923536,0.912,0.07416267942583732,0.2558139534883721,0.72,0.096,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
710370483,-0.9138695254188793,4,-0.6171294291605774,4,3,3,0.013595262064774766,0.5133094954310687,0.01718193144612175,0.772,0.05602536997885835,0.17829457364341086,1.357,0.684,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
778573233,1.8304982740982232,1,2.262902704069452,3,2,2,0.0502967255885385,0.8307508939213349,0.029206385999478456,0.704,0.08161789251140536,0.31007751937984496,1.0,0.674,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
708833133,-0.7891255345317383,3,-0.8675670059631887,5,2,2,0.052352491255437957,1.0,0.018833483035377973,1.301,0.08439968843885613,0.3023255813953488,0.815,0.794,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
719885883,0.832546347001095,3,0.008964512845950725,6,2,0,1.0000000000000002,0.755264203416766,0.9449193057688408,0.914,0.054912651607878046,0.2558139534883721,1.15,0.055,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
708134283,-1.4128454889674433,2,0.008964512845950725,4,3,3,0.05117344918177504,0.24990067540723082,0.07240749862370702,0.749,0.05413374874819184,0.1627906976744186,0.632,0.201,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
708983658,0.5830583652268129,2,0.3846208780498676,3,3,1,0.46646834574350693,0.0,0.48865644829484545,0.938,0.02392344497607655,0.11627906976744187,0.471,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
766285608,-0.5396375527574563,3,-0.1162542755553549,4,3,3,0.05525474866753131,0.7548669050456893,0.039492365195723356,1.568,0.0930788917325025,0.3565891472868217,0.75,0.582,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
798035358,-0.040661589208892186,4,0.5098396664511733,3,2,2,0.06402198459989661,0.8629320619785459,0.0400139078028569,0.402,0.03955713808834985,0.24031007751937986,0.708,0.611,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
719391783,-0.040661589208892186,4,-0.1162542755553549,3,2,2,0.23310871070237657,0.6221692491060786,0.21962738678179236,0.971,0.07121397574273951,0.3875968992248062,0.765,0.171,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
780713058,-0.040661589208892186,3,-0.1162542755553549,4,3,3,0.40095593103510824,0.6495828367103695,0.3784950598325269,0.618,0.16579503727606543,0.45736434108527124,0.533,0.111,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
779338683,1.9552422649853642,1,1.0107148200563958,5,2,2,0.40470468019239547,0.3822010329757648,0.4015878074928288,0.76,0.07755647045732725,0.3023255813953488,0.531,0.065,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
783387783,1.082034328775377,2,1.636808762062924,4,5,3,0.26267545808807746,0.744139849026619,0.23906933619215948,0.573,0.06325803939023034,0.33333333333333337,0.472,0.185,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
787800108,1.082034328775377,2,1.1359336084577014,5,1,2,0.045066615877161965,0.9658323400874056,0.014342421696172458,1.632,0.07750083453877823,0.22480620155038758,0.625,0.83,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
721397808,-1.7870774616288665,0,-1.4936609479697167,5,2,0,0.06943348539952901,0.46722288438617404,0.07405905021296323,1.184,0.05864025815066207,0.24031007751937986,0.708,0.315,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
778698408,-1.1633575071931614,4,-2.2449736783775505,5,1,2,0.04509684772520461,0.8041319030591975,0.026164054124532786,0.903,0.06542784021364192,0.186046511627907,0.7,0.691,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
716032233,-0.5396375527574563,2,-0.49191064075927177,5,2,2,0.625246011663447,0.7171235597934048,0.5885318575609191,0.65,0.19311227328363192,0.4263565891472868,0.667,0.082,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
717835908,-1.6623334707417254,2,-1.744098524772328,3,3,3,0.0,0.27056019070321813,0.021855532697824007,1.542,0.12351173917881383,0.2945736434108527,0.778,0.473,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
778663458,2.3294742376467874,1,1.3863711852603127,3,2,1,0.00969535366727433,0.0,0.05087937878480573,1.058,0.01730277066874374,0.06201550387596899,0.5,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
716024808,1.331522310549659,1,0.008964512845950725,3,3,3,0.10250712715817606,0.9606674612634089,0.0697708109987541,0.601,0.023812173138978526,0.08527131782945738,0.4,0.501,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
794831733,-0.1654055800960332,5,0.3846208780498676,4,3,2,0.02169739734020202,0.4799364322606277,0.027380986874511053,0.569,0.04645599198842773,0.13953488372093023,0.647,0.56,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
713854608,1.9552422649853642,1,0.008964512845950725,6,3,3,0.24435495817423827,0.6630909813269765,0.22742155129951033,1.308,0.10759986647379549,0.4108527131782945,0.4,0.175,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
715993608,0.5830583652268129,2,0.6350584548524789,6,3,2,0.7641311215713306,1.0,0.7010112131660534,0.758,0.06542784021364192,0.31007751937984496,0.724,0.094,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
789368658,1.331522310549659,2,1.3863711852603127,6,2,3,0.01976255906547312,0.5510528406833533,0.02034016167820821,0.731,0.0532992099699566,0.15503875968992248,0.304,0.663,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
708098133,-1.7870774616288665,0,-2.119754889976245,6,1,0,0.042194590313111256,0.5633690901867302,0.0409410946599832,1.458,0.06053187938132859,0.22480620155038758,0.773,0.5,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
801499908,-0.41489356187031523,4,0.13418330124725636,4,3,2,0.09933278311369897,0.8168454509336511,0.07721728044504969,0.423,0.040169133192389,0.1627906976744186,0.55,0.435,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
721129383,0.832546347001095,1,0.008964512845950725,3,1,2,0.05108275363764712,1.0,0.017616550285399706,0.696,0.10298208523422722,0.248062015503876,0.826,0.805,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
721249158,-0.5396375527574563,2,-0.7423482175618831,2,2,3,0.15042460630575888,0.0,0.1857560919073972,0.718,0.011015911872705019,0.031007751937984496,0.4,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
721049658,0.832546347001095,3,-0.24147306395666054,6,3,0,0.03227854415512566,0.0,0.0725233969808478,0.598,0.06548347613219094,0.4031007751937984,0.59,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
714886533,1.7057542832110821,2,0.008964512845950725,4,3,2,0.06111972718780328,1.0,0.02723611392808507,1.144,0.06909981083787693,0.186046511627907,1.125,0.727,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
772375533,-2.0365654434031484,1,-2.119754889976245,5,3,2,0.2575965076169141,0.944378228049265,0.21959841219250717,1.1,0.058417714476466,0.22480620155038758,0.696,0.239,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
826775058,-0.41489356187031523,3,0.3846208780498676,4,1,2,0.08273549853829015,1.0,0.04795294526700084,0.551,0.0561922777345054,0.20155038759689922,0.44,0.603,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
711878733,1.7057542832110821,1,1.5115899736616183,3,1,3,0.266817221269919,0.8235995232419547,0.23724393706719207,0.62,0.06537220429509291,0.2713178294573644,0.364,0.202,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
714550383,-0.040661589208892186,2,0.008964512845950725,4,3,3,0.08134483352832877,0.0,0.11954915539072235,0.96,0.06498275286524981,0.23255813953488372,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
712636308,2.3294742376467874,2,1.1359336084577014,6,2,2,0.036873785057606794,0.6015097338100914,0.033060006374409645,1.193,0.062145321019250035,0.12403100775193798,1.0,0.57,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
772139433,-0.29014957098317423,2,-0.36669185235796614,4,2,3,0.09525148362794272,0.49264998013508143,0.09694897574826877,0.856,0.06270168020474018,0.39534883720930236,0.906,0.27,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
709058808,1.206778319662518,2,0.008964512845950725,6,1,2,0.040592302366851386,0.41120381406436235,0.05050270912409817,0.816,0.06659619450317125,0.248062015503876,1.211,0.372,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
710111733,0.20882639256538985,2,0.3846208780498676,5,1,3,0.20112341547326448,0.7930075486690504,0.1765131979254194,0.646,0.04729053076666295,0.13953488372093023,0.647,0.247,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
761544333,-1.1633575071931614,4,-0.7423482175618831,4,4,3,0.0598197577219698,1.0,0.025990206588821604,0.992,0.06292422387893624,0.17054263565891473,0.882,0.737,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
788814783,-0.9138695254188793,1,-1.744098524772328,4,3,3,0.2347714623447217,0.3357171235597934,0.24211166806710516,0.673,0.07288305329920997,0.37209302325581395,0.611,0.092,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
715034358,-0.6643815436445972,2,-0.49191064075927177,5,2,3,0.3888934236660953,0.833134684147795,0.3535479384579724,0.407,0.055357738956270164,0.19379844961240308,0.591,0.147,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
709624533,1.082034328775377,2,1.1359336084577014,5,2,0,0.05286643267216282,1.0,0.01932605105322632,1.144,0.062145321019250035,0.21705426356589144,0.652,0.79,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
709942383,-1.5375894798545844,1,0.008964512845950725,5,3,2,0.14737118965345233,0.31068732618196265,0.16017152956856837,0.931,0.06637365082897519,0.186046511627907,0.889,0.124,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
713378133,0.9572903378882359,0,0.3846208780498676,6,2,3,0.31010922766697807,0.9090186730234406,0.2725060122272767,0.973,0.1076555023923445,0.3875968992248062,0.765,0.196,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
709217358,-0.7891255345317383,3,0.008964512845950725,5,3,2,0.5723705094368714,0.7278506158124751,0.5370729869904094,0.907,0.06425948592411261,0.2713178294573644,0.8,0.09,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
720998358,0.7078023561139539,0,0.6350584548524789,3,3,1,1.0000000000000002,0.41438220103297574,0.9697795033755396,0.562,0.05446756425948593,0.21705426356589144,0.357,0.03,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
721051908,-0.1654055800960332,3,-0.36669185235796614,3,1,3,0.18482844937828208,0.0,0.21872917451395127,0.463,0.04912651607878046,0.17054263565891473,0.455,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
715232058,1.8304982740982232,0,2.137683915668146,5,1,2,0.12463683992538782,0.5697258641239571,0.11949120621215195,1.423,0.07288305329920997,0.248062015503876,0.826,0.258,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
806250783,1.331522310549659,2,2.012465127266841,6,3,2,8.162598971513113e-05,0.0,0.04166545939211312,1.364,0.12417937020140202,0.37209302325581395,0.758,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
826477083,0.20882639256538985,2,1.0107148200563958,5,1,3,0.09467707851513257,0.9690107270560191,0.06165792599889897,0.693,0.0561922777345054,0.186046511627907,0.7,0.534,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
